Discriminant ? Level ? w_m ? Genus ? Elliptic Point Counts
22 ? 1 ? 2 ? 0 ? <2, 0>,<3, 2>,<4, 2>,<6, 0> 
22 ? 1 ? 11 ? 0 ? <2, 3>,<3, 2>,<4, 0>,<6, 0> 
22 ? 1 ? 22 ? 0 ? <2, 3>,<3, 4>,<4, 0>,<6, 0> 
22 ? 3 ? 1 ? 3 ? [ 2, 0 ],[ 3, 4 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 3 ? 2 ? 2 ? <2, 0>,<3, 2>,<4, 0>,<6, 0> 
22 ? 3 ? 3 ? 1 ? <2, 0>,<3, 0>,<4, 0>,<6, 4> 
22 ? 3 ? 6 ? 2 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 3 ? 11 ? 1 ? <2, 4>,<3, 2>,<4, 0>,<6, 0> 
22 ? 3 ? 22 ? 2 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 3 ? 33 ? 1 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
22 ? 3 ? 66 ? 0 ? <2, 8>,<3, 4>,<4, 0>,<6, 0> 
22 ? 5 ? 1 ? 5 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 5 ? 2 ? 2 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
22 ? 5 ? 5 ? 2 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
22 ? 5 ? 10 ? 3 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 5 ? 11 ? 2 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
22 ? 5 ? 22 ? 3 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 5 ? 55 ? 3 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 5 ? 110 ? 0 ? <2, 14>,<3, 0>,<4, 0>,<6, 0> 
22 ? 7 ? 1 ? 5 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 7 ? 2 ? 3 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 7 ? 7 ? 3 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 7 ? 11 ? 3 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 7 ? 14 ? 1 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 7 ? 22 ? 3 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 7 ? 77 ? 1 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 7 ? 154 ? 1 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 13 ? 1 ? 9 ? [ 2, 4 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 13 ? 2 ? 4 ? <2, 0>,<3, 4>,<4, 4>,<6, 0> 
22 ? 13 ? 11 ? 5 ? <2, 2>,<3, 4>,<4, 0>,<6, 0> 
22 ? 13 ? 13 ? 5 ? <2, 2>,<3, 8>,<4, 0>,<6, 0> 
22 ? 13 ? 22 ? 4 ? <2, 6>,<3, 8>,<4, 0>,<6, 0> 
22 ? 13 ? 26 ? 2 ? <2, 14>,<3, 8>,<4, 0>,<6, 0> 
22 ? 13 ? 143 ? 5 ? <2, 2>,<3, 4>,<4, 0>,<6, 0> 
22 ? 13 ? 286 ? 2 ? <2, 14>,<3, 8>,<4, 0>,<6, 0> 
22 ? 15 ? 1 ? 21 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 15 ? 2 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 3 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 5 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 6 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 10 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 11 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 15 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 22 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 30 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 33 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 55 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 66 ? 7 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 110 ? 5 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 165 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 15 ? 330 ? 9 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 1 ? 15 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 17 ? 2 ? 7 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
22 ? 17 ? 11 ? 8 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 17 ? 8 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 22 ? 8 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 34 ? 6 ? <2, 10>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 187 ? 7 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
22 ? 17 ? 374 ? 1 ? <2, 30>,<3, 0>,<4, 0>,<6, 0> 
22 ? 19 ? 1 ? 15 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 19 ? 2 ? 8 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 19 ? 11 ? 8 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 19 ? 19 ? 8 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 19 ? 22 ? 7 ? <2, 4>,<3, 8>,<4, 0>,<6, 0> 
22 ? 19 ? 38 ? 5 ? <2, 12>,<3, 8>,<4, 0>,<6, 0> 
22 ? 19 ? 209 ? 3 ? <2, 20>,<3, 8>,<4, 0>,<6, 0> 
22 ? 19 ? 418 ? 6 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 1 ? 25 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 21 ? 2 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 21 ? 3 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 8> 
22 ? 21 ? 6 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 7 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 21 ? 11 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 21 ? 14 ? 9 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 21 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 22 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 33 ? 11 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 42 ? 11 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 66 ? 9 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 77 ? 9 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 154 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 21 ? 231 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 21 ? 462 ? 11 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 23 ? 1 ? 21 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 23 ? 2 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 11 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 22 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 23 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 46 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 253 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
22 ? 23 ? 506 ? 4 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 1 ? 25 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 29 ? 2 ? 12 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
22 ? 29 ? 11 ? 13 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 22 ? 12 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 29 ? 13 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 58 ? 12 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 319 ? 13 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 29 ? 638 ? 8 ? <2, 22>,<3, 0>,<4, 0>,<6, 0> 
22 ? 31 ? 1 ? 25 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 31 ? 2 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 31 ? 11 ? 12 ? <2, 4>,<3, 4>,<4, 0>,<6, 0> 
22 ? 31 ? 22 ? 12 ? <2, 4>,<3, 8>,<4, 0>,<6, 0> 
22 ? 31 ? 31 ? 13 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 31 ? 62 ? 13 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 31 ? 341 ? 6 ? <2, 28>,<3, 8>,<4, 0>,<6, 0> 
22 ? 31 ? 682 ? 10 ? <2, 12>,<3, 8>,<4, 0>,<6, 0> 
22 ? 35 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 35 ? 2 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 5 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 7 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 10 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 11 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 14 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 22 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 35 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 55 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 70 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 77 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 110 ? 15 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 154 ? 17 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 385 ? 19 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
22 ? 35 ? 770 ? 13 ? <2, 32>,<3, 0>,<4, 0>,<6, 0> 
22 ? 37 ? 1 ? 29 ? [ 2, 4 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 37 ? 2 ? 14 ? <2, 0>,<3, 4>,<4, 4>,<6, 0> 
22 ? 37 ? 11 ? 14 ? <2, 6>,<3, 4>,<4, 0>,<6, 0> 
22 ? 37 ? 22 ? 15 ? <2, 2>,<3, 8>,<4, 0>,<6, 0> 
22 ? 37 ? 37 ? 14 ? <2, 6>,<3, 8>,<4, 0>,<6, 0> 
22 ? 37 ? 74 ? 15 ? <2, 2>,<3, 8>,<4, 0>,<6, 0> 
22 ? 37 ? 407 ? 15 ? <2, 2>,<3, 4>,<4, 0>,<6, 0> 
22 ? 37 ? 814 ? 12 ? <2, 14>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 1 ? 45 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 39 ? 2 ? 23 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 39 ? 3 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 8> 
22 ? 39 ? 6 ? 23 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 11 ? 23 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 39 ? 13 ? 23 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 22 ? 23 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 26 ? 17 ? <2, 24>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 33 ? 23 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 39 ? 23 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 39 ? 66 ? 19 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 78 ? 21 ? <2, 8>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 143 ? 23 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 39 ? 286 ? 23 ? <2, 0>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 429 ? 19 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 39 ? 858 ? 19 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 41 ? 1 ? 35 ? [ 2, 4 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 41 ? 2 ? 17 ? <2, 0>,<3, 0>,<4, 4>,<6, 0> 
22 ? 41 ? 11 ? 18 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 41 ? 22 ? 18 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 41 ? 41 ? 18 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
22 ? 41 ? 82 ? 16 ? <2, 10>,<3, 0>,<4, 0>,<6, 0> 
22 ? 41 ? 451 ? 15 ? <2, 14>,<3, 0>,<4, 0>,<6, 0> 
22 ? 41 ? 902 ? 11 ? <2, 30>,<3, 0>,<4, 0>,<6, 0> 
22 ? 43 ? 1 ? 35 ? [ 2, 0 ],[ 3, 8 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 43 ? 2 ? 18 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 43 ? 11 ? 18 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 43 ? 22 ? 17 ? <2, 4>,<3, 8>,<4, 0>,<6, 0> 
22 ? 43 ? 43 ? 18 ? <2, 0>,<3, 4>,<4, 0>,<6, 0> 
22 ? 43 ? 86 ? 13 ? <2, 20>,<3, 8>,<4, 0>,<6, 0> 
22 ? 43 ? 473 ? 15 ? <2, 12>,<3, 8>,<4, 0>,<6, 0> 
22 ? 43 ? 946 ? 14 ? <2, 16>,<3, 8>,<4, 0>,<6, 0> 
22 ? 47 ? 1 ? 41 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
22 ? 47 ? 2 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 11 ? 20 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 22 ? 20 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 47 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 94 ? 21 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 517 ? 18 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
22 ? 47 ? 1034 ? 10 ? <2, 44>,<3, 0>,<4, 0>,<6, 0> 
26 ? 1 ? 1 ? 2 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 1 ? 2 ? 1 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
26 ? 1 ? 13 ? 1 ? <2, 2>,<3, 0>,<4, 0>,<6, 0> 
26 ? 1 ? 26 ? 0 ? <2, 6>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 1 ? 5 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 3 ? 2 ? 2 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 3 ? 3 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 6 ? 2 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 13 ? 3 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 26 ? 0 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 39 ? 3 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 3 ? 78 ? 2 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 1 ? 7 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 5 ? 2 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 5 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 10 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 13 ? 4 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 26 ? 1 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 65 ? 2 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 5 ? 130 ? 3 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 1 ? 9 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 7 ? 2 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 7 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 13 ? 4 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 14 ? 5 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 26 ? 2 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 91 ? 4 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 7 ? 182 ? 2 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 1 ? 13 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 11 ? 2 ? 6 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 11 ? 6 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 13 ? 6 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 22 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 26 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 143 ? 7 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 11 ? 286 ? 4 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 1 ? 25 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 15 ? 2 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 3 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 5 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 6 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 10 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 13 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 15 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 26 ? 7 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 30 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 39 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 65 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 78 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 130 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 195 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 15 ? 390 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 1 ? 19 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 17 ? 2 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 13 ? 9 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 17 ? 10 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 26 ? 7 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 34 ? 8 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 221 ? 6 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 17 ? 442 ? 8 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 1 ? 21 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 19 ? 2 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 13 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 19 ? 10 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 26 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 38 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 247 ? 11 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 19 ? 494 ? 4 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 21 ? 2 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 3 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 6 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 7 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 13 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 14 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 21 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 26 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 39 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 42 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 78 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 91 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 182 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 273 ? 15 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 21 ? 546 ? 11 ? <2, 24>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 1 ? 25 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 23 ? 2 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 13 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 23 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 26 ? 13 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 46 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 299 ? 9 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 23 ? 598 ? 11 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 1 ? 31 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 29 ? 2 ? 16 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 13 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 26 ? 16 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 29 ? 16 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 58 ? 15 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 377 ? 12 ? <2, 16>,<3, 0>,<4, 0>,<6, 0> 
26 ? 29 ? 754 ? 11 ? <2, 20>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 1 ? 33 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 31 ? 2 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 13 ? 16 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 26 ? 14 ? <2, 12>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 31 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 62 ? 17 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 403 ? 16 ? <2, 4>,<3, 0>,<4, 0>,<6, 0> 
26 ? 31 ? 806 ? 10 ? <2, 28>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 1 ? 49 ? [ 2, 0 ],[ 3, 0 ],[ 4, 0 ],[ 6, 0 ] 
26 ? 33 ? 2 ? 23 ? <2, 8>,<3, 0>,<4, 0>,<6, 0> 
26 ? 33 ? 3 ? 25 ? <2, 0>,<3, 0>,<4, 0>,<6, 0> 
